,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos de edad,Saben leer y escribir :Hombres y mujeres,Saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres
535,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 10 a 14 años,29383,15126,14257,27007,13769,13238,2376,1357,1019
536,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 15 a 19 años,24231,11815,12416,22334,10950,11384,1897,865,1032
537,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 20 a 24 años,21096,10274,10822,18894,9474,9420,2202,800,1402
538,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 25 a 29 años,16848,8413,8435,14476,7595,6881,2372,818,1554
539,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 30 a 34 años,12991,6623,6368,10917,5872,5045,2074,751,1323
540,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 35 a 39 años,12498,6239,6259,10046,5435,4611,2452,804,1648
541,Estados Unidos Mexicanos,Distrito Federal,Hasta 2 499 habitantes,De 40 años y más,35124,17268,17856,25212,13986,11226,9912,3282,6630
542,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,Total,391495,190454,201041,331273,166895,164378,60222,23559,36663
543,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 6 a 9 años,59295,30105,29190,36621,18490,18131,22674,11615,11059
544,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 10 a 14 años,63808,31927,31881,60369,30324,30045,3439,1603,1836
545,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 15 a 19 años,54230,25892,28338,51376,24896,26480,2854,996,1858
546,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 20 a 24 años,45401,21663,23738,42216,20655,21561,3185,1008,2177
547,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 25 a 29 años,34845,16958,17887,31392,15875,15517,3453,1083,2370
548,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 30 a 34 años,27783,13518,14265,24644,12540,12104,3139,978,2161
549,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 35 a 39 años,26141,12621,13520,22324,11541,10783,3817,1080,2737
550,Estados Unidos Mexicanos,Distrito Federal,De 2 500 a 4 999 habitantes,De 40 años y más,79992,37770,42222,62331,32574,29757,17661,5196,12465
551,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,Total,627743,305864,321879,528029,266613,261416,99714,39251,60463
552,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 6 a 9 años,95857,48101,47756,58707,29237,29470,37150,18864,18286
553,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 10 a 14 años,101274,50278,50996,95641,47711,47930,5633,2567,3066
554,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 15 a 19 años,85583,41266,44317,81071,39627,41444,4512,1639,2873
555,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 20 a 24 años,74070,35395,38675,68653,33653,35000,5417,1742,3675
556,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 25 a 29 años,57667,28408,29259,51781,26553,25228,5886,1855,4031
557,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 30 a 34 años,45417,22459,22958,39884,20634,19250,5533,1825,3708
558,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 35 a 39 años,42633,20662,21971,35946,18660,17286,6687,2002,4685
559,Estados Unidos Mexicanos,Distrito Federal,De 5 000 a 9 999 habitantes,De 40 años y más,125242,59295,65947,96346,50538,45808,28896,8757,20139
560,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,Total,891826,429909,461917,768205,382040,386165,123621,47869,75752
561,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 6 a 9 años,129538,65575,63963,82166,41407,40759,47372,24168,23204
562,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 10 a 14 años,140706,69832,70874,134023,66790,67233,6683,3042,3641
563,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 15 a 19 años,124247,58534,65713,118061,56522,61539,6186,2012,4174
564,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 20 a 24 años,105904,50219,55685,99020,48067,50953,6884,2152,4732
565,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 25 a 29 años,82361,39862,42499,75245,37650,37595,7116,2212,4904
566,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 30 a 34 años,63945,31146,32799,57440,29151,28289,6505,1995,4510
567,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 35 a 39 años,60496,28755,31741,52648,26491,26157,7848,2264,5584
568,Estados Unidos Mexicanos,Distrito Federal,De 10 000 a 19 999 habitantes,De 40 años y más,184629,85986,98643,149602,75962,73640,35027,10024,25003
569,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,Total,838797,409789,429008,717279,360571,356708,121518,49218,72300
570,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 6 a 9 años,122597,62723,59874,75490,37986,37504,47107,24737,22370
571,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 10 a 14 años,131824,66254,65570,124705,62585,62120,7119,3669,3450
572,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 15 a 19 años,115983,56063,59920,110022,53667,56355,5961,2396,3565
573,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 20 a 24 años,102314,49353,52961,95726,47095,48631,6588,2258,4330
574,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 25 a 29 años,79764,39475,40289,73064,37344,35720,6700,2131,4569
575,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 30 a 34 años,60529,30054,30475,54490,28159,26331,6039,1895,4144
576,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 35 a 39 años,54834,26594,28240,47700,24500,23200,7134,2094,5040
577,Estados Unidos Mexicanos,Distrito Federal,De 20 000 a 49 999 habitantes,De 40 años y más,170952,79273,91679,136082,69235,66847,34870,10038,24832
578,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,Total,2682863,1251047,1431816,2417092,1160200,1256892,265771,90847,174924
579,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 6 a 9 años,318798,160177,158621,220585,110588,109997,98213,49589,48624
580,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 10 a 14 años,368294,180177,188117,355977,175242,180735,12317,4935,7382
581,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 15 a 19 años,376150,172479,203671,362203,168965,193238,13947,3514,10433
582,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 20 a 24 años,339510,161432,178078,325808,158003,167805,13702,3429,10273
583,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 25 a 29 años,255495,122901,132594,242140,119400,122740,13355,3501,9854
584,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 30 a 34 años,193371,92139,101232,181285,89118,92167,12086,3021,9065
585,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 35 a 39 años,176604,80905,95699,161925,77424,84501,14679,3481,11198
586,Estados Unidos Mexicanos,Distrito Federal,De 50 000 habitantes y más,De 40 años y más,654641,280837,373804,567169,261460,305709,87472,19377,68095
587,Estados Unidos Mexicanos,Durango,Total,Total,734340,373126,361214,588293,297450,290843,146047,75676,70371
588,Estados Unidos Mexicanos,Durango,Total,De 6 a 9 años,123401,63759,59642,64884,32335,32549,58517,31424,27093
589,Estados Unidos Mexicanos,Durango,Total,De 10 a 14 años,129972,67131,62841,117478,60004,57474,12494,7127,5367
590,Estados Unidos Mexicanos,Durango,Total,De 15 a 19 años,95243,48270,46973,87075,43906,43169,8168,4364,3804
591,Estados Unidos Mexicanos,Durango,Total,De 20 a 24 años,73152,35725,37427,66061,32264,33797,7091,3461,3630
592,Estados Unidos Mexicanos,Durango,Total,De 25 a 29 años,57954,28436,29518,51724,25406,26318,6230,3030,3200
593,Estados Unidos Mexicanos,Durango,Total,De 30 a 34 años,48003,24106,23897,42502,21409,21093,5501,2697,2804
594,Estados Unidos Mexicanos,Durango,Total,De 35 a 39 años,46737,23369,23368,40454,20343,20111,6283,3026,3257
595,Estados Unidos Mexicanos,Durango,Total,De 40 años y más,159878,82330,77548,118115,61783,56332,41763,20547,21216
596,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,Total,424701,219677,205024,324535,167036,157499,100166,52641,47525
597,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 6 a 9 años,73970,37806,36164,36581,18033,18548,37389,19773,17616
598,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 10 a 14 años,75694,38968,36726,66595,33821,32774,9099,5147,3952
599,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 15 a 19 años,53546,27474,26072,47503,24184,23319,6043,3290,2753
600,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 20 a 24 años,41818,21067,20751,36682,18485,18197,5136,2582,2554
601,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 25 a 29 años,33951,17181,16770,29335,14874,14461,4616,2307,2309
602,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 30 a 34 años,27799,14490,13309,23824,12472,11352,3975,2018,1957
603,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 35 a 39 años,26984,13875,13109,22438,11643,10795,4546,2232,2314
604,Estados Unidos Mexicanos,Durango,Hasta 2 499 habitantes,De 40 años y más,90939,48816,42123,61577,33524,28053,29362,15292,14070
605,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,Total,69060,35664,33396,56194,28946,27248,12866,6718,6148
606,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 6 a 9 años,11763,6299,5464,6255,3211,3044,5508,3088,2420
607,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 10 a 14 años,12599,6780,5819,11657,6217,5440,942,563,379
608,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 15 a 19 años,8523,4482,4041,7938,4167,3771,585,315,270
609,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 20 a 24 años,6664,3242,3422,6143,2988,3155,521,254,267
610,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 25 a 29 años,5130,2484,2646,4610,2238,2372,520,246,274
611,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 30 a 34 años,4365,2162,2203,3917,1961,1956,448,201,247
612,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 35 a 39 años,4331,2185,2146,3844,1924,1920,487,261,226
613,Estados Unidos Mexicanos,Durango,De 2 500 a 4 999 habitantes,De 40 años y más,15685,8030,7655,11830,6240,5590,3855,1790,2065
614,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,Total,40187,20344,19843,34101,17339,16762,6086,3005,3081
615,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 6 a 9 años,6698,3528,3170,4117,2116,2001,2581,1412,1169
616,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 10 a 14 años,7463,3964,3499,7030,3718,3312,433,246,187
617,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 15 a 19 años,5259,2640,2619,4982,2510,2472,277,130,147
618,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 20 a 24 años,3810,1817,1993,3560,1701,1859,250,116,134
619,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 25 a 29 años,2975,1431,1544,2773,1345,1428,202,86,116
620,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 30 a 34 años,2482,1167,1315,2303,1092,1211,179,75,104
621,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 35 a 39 años,2480,1193,1287,2235,1089,1146,245,104,141
622,Estados Unidos Mexicanos,Durango,De 5 000 a 9 999 habitantes,De 40 años y más,9020,4604,4416,7101,3768,3333,1919,836,1083
623,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,Total,15918,7817,8101,13670,6650,7020,2248,1167,1081
624,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 6 a 9 años,2370,1202,1168,1230,583,647,1140,619,521
625,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 10 a 14 años,2654,1376,1278,2494,1274,1220,160,102,58
626,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 15 a 19 años,2193,1090,1103,2038,996,1042,155,94,61
627,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 20 a 24 años,1682,796,886,1570,746,824,112,50,62
628,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 25 a 29 años,1297,614,683,1237,587,650,60,27,33
629,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 30 a 34 años,1050,515,535,996,490,506,54,25,29
630,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 35 a 39 años,996,467,529,925,433,492,71,34,37
631,Estados Unidos Mexicanos,Durango,De 10 000 a 19 999 habitantes,De 40 años y más,3676,1757,1919,3180,1541,1639,496,216,280
632,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,Total,184474,89624,94850,159793,77479,82314,24681,12145,12536
633,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 6 a 9 años,28600,14924,13676,16701,8392,8309,11899,6532,5367
634,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 10 a 14 años,31562,16043,15519,29702,14974,14728,1860,1069,791
635,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 15 a 19 años,25722,12584,13138,24614,12049,12565,1108,535,573
636,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 20 a 24 años,19178,8803,10375,18106,8344,9762,1072,459,613
637,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 25 a 29 años,14601,6726,7875,13769,6362,7407,832,364,468
638,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 30 a 34 años,12307,5772,6535,11462,5394,6068,845,378,467
639,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 35 a 39 años,11946,5649,6297,11012,5254,5758,934,395,539
640,Estados Unidos Mexicanos,Durango,De 50 000 habitantes y más,De 40 años y más,40558,19123,21435,34427,16710,17717,6131,2413,3718
641,Estados Unidos Mexicanos,Guanajuato,Total,Total,1784353,891224,893129,1063806,555617,508189,720547,335607,384940
642,Estados Unidos Mexicanos,Guanajuato,Total,De 6 a 9 años,295988,151366,144622,100782,51347,49435,195206,100019,95187
643,Estados Unidos Mexicanos,Guanajuato,Total,De 10 a 14 años,312659,161052,151607,227776,117450,110326,84883,43602,41281
644,Estados Unidos Mexicanos,Guanajuato,Total,De 15 a 19 años,239440,119520,119920,178793,90379,88414,60647,29141,31506
645,Estados Unidos Mexicanos,Guanajuato,Total,De 20 a 24 años,177435,85718,91717,127531,64150,63381,49904,21568,28336
646,Estados Unidos Mexicanos,Guanajuato,Total,De 25 a 29 años,139263,67405,71858,93675,48358,45317,45588,19047,26541
647,Estados Unidos Mexicanos,Guanajuato,Total,De 30 a 34 años,112365,55334,57031,72245,38327,33918,40120,17007,23113
648,Estados Unidos Mexicanos,Guanajuato,Total,De 35 a 39 años,108940,53424,55516,65248,35265,29983,43692,18159,25533
649,Estados Unidos Mexicanos,Guanajuato,Total,De 40 años y más,398263,197405,200858,197756,110341,87415,200507,87064,113443
650,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,Total,846669,431445,415224,395929,215015,180914,450740,216430,234310
651,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 6 a 9 años,147247,75292,71955,34492,17448,17044,112755,57844,54911
652,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 10 a 14 años,152687,79415,73272,90156,46633,43523,62531,32782,29749
653,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 15 a 19 años,112287,57328,54959,69733,36114,33619,42554,21214,21340
654,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 20 a 24 años,80449,39947,40502,47380,25195,22185,33069,14752,18317
655,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 25 a 29 años,64362,31369,32993,34373,18481,15892,29989,12888,17101
656,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 30 a 34 años,52721,26315,26406,26809,14936,11873,25912,11379,14533
657,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 35 a 39 años,51368,25749,25619,24189,13931,10258,27179,11818,15361
658,Estados Unidos Mexicanos,Guanajuato,Hasta 2 499 habitantes,De 40 años y más,185548,96030,89518,68797,42277,26520,116751,53753,62998
659,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,Total,77104,38625,38479,48425,24912,23513,28679,13713,14966
660,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 6 a 9 años,12709,6528,6181,4861,2476,2385,7848,4052,3796
661,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 10 a 14 años,13692,7068,6624,10930,5692,5238,2762,1376,1386
662,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 15 a 19 años,10298,5156,5142,8065,4038,4027,2233,1118,1115
663,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 20 a 24 años,7361,3521,3840,5550,2700,2850,1811,821,990
664,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 25 a 29 años,5497,2713,2784,3906,1962,1944,1591,751,840
665,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 30 a 34 años,4739,2322,2417,3152,1599,1553,1587,723,864
666,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 35 a 39 años,4680,2306,2374,2780,1444,1336,1900,862,1038
667,Estados Unidos Mexicanos,Guanajuato,De 2 500 a 4 999 habitantes,De 40 años y más,18128,9011,9117,9181,5001,4180,8947,4010,4937
668,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,Total,95241,47150,48091,63437,32618,30819,31804,14532,17272
669,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 6 a 9 años,15280,7839,7441,6377,3316,3061,8903,4523,4380
670,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 10 a 14 años,16691,8573,8118,14021,7258,6763,2670,1315,1355
671,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 15 a 19 años,12584,6207,6377,10515,5240,5275,2069,967,1102
672,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 20 a 24 años,8888,4284,4604,7020,3475,3545,1868,809,1059
673,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 25 a 29 años,6976,3328,3648,5247,2615,2632,1729,713,1016
674,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 30 a 34 años,5795,2818,2977,4082,2102,1980,1713,716,997
675,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 35 a 39 años,5872,2808,3064,3836,1962,1874,2036,846,1190
676,Estados Unidos Mexicanos,Guanajuato,De 5 000 a 9 999 habitantes,De 40 años y más,23155,11293,11862,12339,6650,5689,10816,4643,6173
677,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,Total,110489,53862,56627,75315,38166,37149,35174,15696,19478
678,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 6 a 9 años,17626,8914,8712,8175,4083,4092,9451,4831,4620
679,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 10 a 14 años,18999,9674,9325,16250,8326,7924,2749,1348,1401
680,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 15 a 19 años,14507,7030,7477,12174,5979,6195,2333,1051,1282
681,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 20 a 24 años,10345,4838,5507,8201,3928,4273,2144,910,1234
682,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 25 a 29 años,8335,3934,4401,6298,3127,3171,2037,807,1230
683,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 30 a 34 años,6719,3250,3469,4831,2461,2370,1888,789,1099
684,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 35 a 39 años,6795,3251,3544,4558,2363,2195,2237,888,1349
685,Estados Unidos Mexicanos,Guanajuato,De 10 000 a 19 999 habitantes,De 40 años y más,27163,12971,14192,14828,7899,6929,12335,5072,7263
686,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,Total,162840,79332,83508,116930,59473,57457,45910,19859,26051
687,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 6 a 9 años,25069,12736,12333,11834,5964,5870,13235,6772,6463
688,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 10 a 14 años,27510,13982,13528,24100,12359,11741,3410,1623,1787
689,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 15 a 19 años,22027,10789,11238,19052,9510,9542,2975,1279,1696
690,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 20 a 24 años,16453,7896,8557,13694,6797,6897,2759,1099,1660
691,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 25 a 29 años,12386,5991,6395,9737,4945,4792,2649,1046,1603
692,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 30 a 34 años,10212,4919,5293,7788,3968,3820,2424,951,1473
693,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 35 a 39 años,10056,4764,5292,7087,3687,3400,2969,1077,1892
694,Estados Unidos Mexicanos,Guanajuato,De 20 000 a 49 999 habitantes,De 40 años y más,39127,18255,20872,23638,12243,11395,15489,6012,9477
695,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,Total,492010,240810,251200,363770,185433,178337,128240,55377,72863
696,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 6 a 9 años,78057,40057,38000,35043,18060,16983,43014,21997,21017
697,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 10 a 14 años,83080,42340,40740,72319,37182,35137,10761,5158,5603
698,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 15 a 19 años,67737,33010,34727,59254,29498,29756,8483,3512,4971
699,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 20 a 24 años,53939,25232,28707,45686,22055,23631,8253,3177,5076
700,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 25 a 29 años,41707,20070,21637,34114,17228,16886,7593,2842,4751
701,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 30 a 34 años,32179,15710,16469,25583,13261,12322,6596,2449,4147
702,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 35 a 39 años,30169,14546,15623,22798,11878,10920,7371,2668,4703
703,Estados Unidos Mexicanos,Guanajuato,De 50 000 habitantes y más,De 40 años y más,105142,49845,55297,68973,36271,32702,36169,13574,22595
704,Estados Unidos Mexicanos,Guerrero,Total,Total,1262841,626576,636265,646608,341702,304906,616233,284874,331359
705,Estados Unidos Mexicanos,Guerrero,Total,De 6 a 9 años,215073,109039,106034,66102,32907,33195,148971,76132,72839
706,Estados Unidos Mexicanos,Guerrero,Total,De 10 a 14 años,217499,112635,104864,149833,77678,72155,67666,34957,32709
707,Estados Unidos Mexicanos,Guerrero,Total,De 15 a 19 años,160994,79802,81192,110212,56401,53811,50782,23401,27381
