,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos de edad,Saben leer y escribir :Hombres y mujeres,Saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres,No saben leer y escribir :Hombres y mujeres,No saben leer y escribir :Hombres,No saben leer y escribir :Mujeres
1603,Estados Unidos Mexicanos,Sonora,De 20 000 a 49 999 habitantes,De 40 años y más,26860,13560,13300,22003,11531,10472,4857,2029,2828
1604,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,Total,322147,157179,164968,275042,134578,140464,47105,22601,24504
1605,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 6 a 9 años,48888,24068,24820,26457,12768,13689,22431,11300,11131
1606,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 10 a 14 años,55527,27721,27806,52034,25764,26270,3493,1957,1536
1607,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 15 a 19 años,44604,21185,23419,42194,19990,22204,2410,1195,1215
1608,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 20 a 24 años,35068,16224,18844,32971,15257,17714,2097,967,1130
1609,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 25 a 29 años,27714,13098,14616,25712,12274,13438,2002,824,1178
1610,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 30 a 34 años,21905,10757,11148,20039,9946,10093,1866,811,1055
1611,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 35 a 39 años,20814,10482,10332,18693,9560,9133,2121,922,1199
1612,Estados Unidos Mexicanos,Sonora,De 50 000 habitantes y más,De 40 años y más,67627,33644,33983,56942,29019,27923,10685,4625,6060
1613,Estados Unidos Mexicanos,Tabasco,Total,Total,599962,303805,296157,416924,221281,195643,183038,82524,100514
1614,Estados Unidos Mexicanos,Tabasco,Total,De 6 a 9 años,106415,54329,52086,41042,20434,20608,65373,33895,31478
1615,Estados Unidos Mexicanos,Tabasco,Total,De 10 a 14 años,107332,55039,52293,89065,45631,43434,18267,9408,8859
1616,Estados Unidos Mexicanos,Tabasco,Total,De 15 a 19 años,83995,41128,42867,71791,35914,35877,12204,5214,6990
1617,Estados Unidos Mexicanos,Tabasco,Total,De 20 a 24 años,61973,29894,32079,50878,25668,25210,11095,4226,6869
1618,Estados Unidos Mexicanos,Tabasco,Total,De 25 a 29 años,51496,24689,26807,40467,20587,19880,11029,4102,6927
1619,Estados Unidos Mexicanos,Tabasco,Total,De 30 a 34 años,37808,19532,18276,29892,16416,13476,7916,3116,4800
1620,Estados Unidos Mexicanos,Tabasco,Total,De 35 a 39 años,39529,20036,19493,29467,16322,13145,10062,3714,6348
1621,Estados Unidos Mexicanos,Tabasco,Total,De 40 años y más,111414,59158,52256,64322,40309,24013,47092,18849,28243
1622,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,Total,391414,202069,189345,250475,136941,113534,140939,65128,75811
1623,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 6 a 9 años,73760,37799,35961,23678,11845,11833,50082,25954,24128
1624,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 10 a 14 años,71929,37384,34545,56579,29416,27163,15350,7968,7382
1625,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 15 a 19 años,54562,27324,27238,44628,22990,21638,9934,4334,5600
1626,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 20 a 24 años,39948,19741,20207,31195,16287,14908,8753,3454,5299
1627,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 25 a 29 años,33314,16250,17064,24757,12926,11831,8557,3324,5233
1628,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 30 a 34 años,23272,12310,10962,17318,9873,7445,5954,2437,3517
1629,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 35 a 39 años,24746,12749,11997,17277,9818,7459,7469,2931,4538
1630,Estados Unidos Mexicanos,Tabasco,Hasta 2 499 habitantes,De 40 años y más,69883,38512,31371,35043,23786,11257,34840,14726,20114
1631,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,Total,34734,17296,17438,25498,13342,12156,9236,3954,5282
1632,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 6 a 9 años,6040,3016,3024,2625,1242,1383,3415,1774,1641
1633,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 10 a 14 años,6340,3197,3143,5619,2842,2777,721,355,366
1634,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 15 a 19 años,4606,2218,2388,4119,2013,2106,487,205,282
1635,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 20 a 24 años,3389,1588,1801,2919,1430,1489,470,158,312
1636,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 25 a 29 años,2879,1320,1559,2358,1157,1201,521,163,358
1637,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 30 a 34 años,2306,1185,1121,1893,1025,868,413,160,253
1638,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 35 a 39 años,2440,1219,1221,1815,1041,774,625,178,447
1639,Estados Unidos Mexicanos,Tabasco,De 2 500 a 4 999 habitantes,De 40 años y más,6734,3553,3181,4150,2592,1558,2584,961,1623
1640,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,Total,32190,15799,16391,25701,13104,12597,6489,2695,3794
1641,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 6 a 9 años,5280,2660,2620,3013,1498,1515,2267,1162,1105
1642,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 10 a 14 años,5783,2879,2904,5338,2666,2672,445,213,232
1643,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 15 a 19 años,4528,2129,2399,4209,2000,2209,319,129,190
1644,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 20 a 24 años,3113,1428,1685,2764,1321,1443,349,107,242
1645,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 25 a 29 años,2644,1254,1390,2238,1116,1122,406,138,268
1646,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 30 a 34 años,2116,1068,1048,1804,957,847,312,111,201
1647,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 35 a 39 años,2213,1097,1116,1821,985,836,392,112,280
1648,Estados Unidos Mexicanos,Tabasco,De 5 000 a 9 999 habitantes,De 40 años y más,6513,3284,3229,4514,2561,1953,1999,723,1276
1649,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,Total,59704,29642,30062,47951,24719,23232,11753,4923,6830
1650,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 6 a 9 años,9662,5027,4635,5411,2754,2657,4251,2273,1978
1651,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 10 a 14 años,10111,5133,4978,9349,4773,4576,762,360,402
1652,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 15 a 19 años,8303,3894,4409,7598,3634,3964,705,260,445
1653,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 20 a 24 años,6389,2917,3472,5640,2668,2972,749,249,500
1654,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 25 a 29 años,5508,2584,2924,4739,2349,2390,769,235,534
1655,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 30 a 34 años,4246,2132,2114,3651,1935,1716,595,197,398
1656,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 35 a 39 años,4202,2093,2109,3474,1860,1614,728,233,495
1657,Estados Unidos Mexicanos,Tabasco,De 10 000 a 19 999 habitantes,De 40 años y más,11283,5862,5421,8089,4746,3343,3194,1116,2078
1658,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,Total,81920,38999,42921,67299,33175,34124,14621,5824,8797
1659,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 6 a 9 años,11673,5827,5846,6315,3095,3220,5358,2732,2626
1660,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 10 a 14 años,13169,6446,6723,12180,5934,6246,989,512,477
1661,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 15 a 19 años,11996,5563,6433,11237,5277,5960,759,286,473
1662,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 20 a 24 años,9134,4220,4914,8360,3962,4398,774,258,516
1663,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 25 a 29 años,7151,3281,3870,6375,3039,3336,776,242,534
1664,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 30 a 34 años,5868,2837,3031,5226,2626,2600,642,211,431
1665,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 35 a 39 años,5928,2878,3050,5080,2618,2462,848,260,588
1666,Estados Unidos Mexicanos,Tabasco,De 50 000 habitantes y más,De 40 años y más,17001,7947,9054,12526,6624,5902,4475,1323,3152
1667,Estados Unidos Mexicanos,Tamaulipas,Total,Total,1162003,577112,584891,946807,476662,470145,215196,100450,114746
1668,Estados Unidos Mexicanos,Tamaulipas,Total,De 6 a 9 años,178467,89400,89067,104217,51623,52594,74250,37777,36473
1669,Estados Unidos Mexicanos,Tamaulipas,Total,De 10 a 14 años,193150,98077,95073,176184,89061,87123,16966,9016,7950
1670,Estados Unidos Mexicanos,Tamaulipas,Total,De 15 a 19 años,149035,72645,76390,136827,66556,70271,12208,6089,6119
1671,Estados Unidos Mexicanos,Tamaulipas,Total,De 20 a 24 años,119002,55021,63981,107776,50237,57539,11226,4784,6442
1672,Estados Unidos Mexicanos,Tamaulipas,Total,De 25 a 29 años,96872,45953,50919,85912,41450,44462,10960,4503,6457
1673,Estados Unidos Mexicanos,Tamaulipas,Total,De 30 a 34 años,82413,40426,41987,72122,36058,36064,10291,4368,5923
1674,Estados Unidos Mexicanos,Tamaulipas,Total,De 35 a 39 años,78481,39161,39320,66539,34161,32378,11942,5000,6942
1675,Estados Unidos Mexicanos,Tamaulipas,Total,De 40 años y más,264583,136429,128154,197230,107516,89714,67353,28913,38440
1676,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,Total,353892,184724,169168,266387,141554,124833,87505,43170,44335
1677,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 6 a 9 años,58953,29478,29475,30252,14988,15264,28701,14490,14211
1678,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 10 a 14 años,60464,31209,29255,52959,27234,25725,7505,3975,3530
1679,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 15 a 19 años,43209,22155,21054,38273,19645,18628,4936,2510,2426
1680,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 20 a 24 años,34570,17246,17324,30176,15214,14962,4394,2032,2362
1681,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 25 a 29 años,28730,14485,14245,24202,12442,11760,4528,2043,2485
1682,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 30 a 34 años,24190,12619,11571,19958,10647,9311,4232,1972,2260
1683,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 35 a 39 años,23462,12530,10932,18461,10167,8294,5001,2363,2638
1684,Estados Unidos Mexicanos,Tamaulipas,Hasta 2 499 habitantes,De 40 años y más,80314,45002,35312,52106,31217,20889,28208,13785,14423
1685,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,Total,36533,17956,18577,30112,15081,15031,6421,2875,3546
1686,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 6 a 9 años,5873,2808,3065,3644,1749,1895,2229,1059,1170
1687,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 10 a 14 años,6411,3138,3273,5988,2922,3066,423,216,207
1688,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 15 a 19 años,4428,2122,2306,4194,2006,2188,234,116,118
1689,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 20 a 24 años,3479,1561,1918,3200,1444,1756,279,117,162
1690,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 25 a 29 años,2875,1323,1552,2522,1200,1322,353,123,230
1691,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 30 a 34 años,2502,1235,1267,2209,1120,1089,293,115,178
1692,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 35 a 39 años,2560,1302,1258,2187,1143,1044,373,159,214
1693,Estados Unidos Mexicanos,Tamaulipas,De 2 500 a 4 999 habitantes,De 40 años y más,8405,4467,3938,6168,3497,2671,2237,970,1267
1694,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,Total,39334,19534,19800,31686,16057,15629,7648,3477,4171
1695,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 6 a 9 años,6282,3163,3119,3771,1898,1873,2511,1265,1246
1696,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 10 a 14 años,6906,3435,3471,6299,3146,3153,607,289,318
1697,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 15 a 19 años,4893,2436,2457,4454,2226,2228,439,210,229
1698,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 20 a 24 años,3597,1573,2024,3208,1415,1793,389,158,231
1699,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 25 a 29 años,3158,1485,1673,2726,1309,1417,432,176,256
1700,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 30 a 34 años,2701,1321,1380,2335,1174,1161,366,147,219
1701,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 35 a 39 años,2643,1285,1358,2204,1105,1099,439,180,259
1702,Estados Unidos Mexicanos,Tamaulipas,De 5 000 a 9 999 habitantes,De 40 años y más,9154,4836,4318,6689,3784,2905,2465,1052,1413
1703,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,Total,32648,15983,16665,28551,14089,14462,4097,1894,2203
1704,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 6 a 9 años,5131,2574,2557,3510,1736,1774,1621,838,783
1705,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 10 a 14 años,5694,2941,2753,5473,2800,2673,221,141,80
1706,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 15 a 19 años,4317,2075,2242,4147,1969,2178,170,106,64
1707,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 20 a 24 años,3390,1443,1947,3195,1367,1828,195,76,119
1708,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 25 a 29 años,2621,1191,1430,2442,1136,1306,179,55,124
1709,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 30 a 34 años,2267,1014,1253,2072,957,1115,195,57,138
1710,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 35 a 39 años,2130,1038,1092,1918,967,951,212,71,141
1711,Estados Unidos Mexicanos,Tamaulipas,De 10 000 a 19 999 habitantes,De 40 años y más,7098,3707,3391,5794,3157,2637,1304,550,754
1712,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,Total,30913,15934,14979,25636,13344,12292,5277,2590,2687
1713,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 6 a 9 años,5026,2775,2251,3122,1667,1455,1904,1108,796
1714,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 10 a 14 años,5572,3016,2556,5165,2763,2402,407,253,154
1715,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 15 a 19 años,3961,2006,1955,3697,1867,1830,264,139,125
1716,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 20 a 24 años,3112,1458,1654,2852,1359,1493,260,99,161
1717,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 25 a 29 años,2629,1195,1434,2343,1090,1253,286,105,181
1718,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 30 a 34 años,2323,1086,1237,2029,980,1049,294,106,188
1719,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 35 a 39 años,2008,1068,940,1725,956,769,283,112,171
1720,Estados Unidos Mexicanos,Tamaulipas,De 20 000 a 49 999 habitantes,De 40 años y más,6282,3330,2952,4703,2662,2041,1579,668,911
1721,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,Total,668683,322981,345702,564435,276537,287898,104248,46444,57804
1722,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 6 a 9 años,97202,48602,48600,59918,29585,30333,37284,19017,18267
1723,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 10 a 14 años,108103,54338,53765,100300,50196,50104,7803,4142,3661
1724,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 15 a 19 años,88227,41851,46376,82062,38843,43219,6165,3008,3157
1725,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 20 a 24 años,70854,31740,39114,65145,29438,35707,5709,2302,3407
1726,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 25 a 29 años,56859,26274,30585,51677,24273,27404,5182,2001,3181
1727,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 30 a 34 años,48430,23151,25279,43519,21180,22339,4911,1971,2940
1728,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 35 a 39 años,45678,21938,23740,40044,19823,20221,5634,2115,3519
1729,Estados Unidos Mexicanos,Tamaulipas,De 50 000 habitantes y más,De 40 años y más,153330,75087,78243,121770,63199,58571,31560,11888,19672
1730,Estados Unidos Mexicanos,Tlaxcala,Total,Total,334216,169102,165114,244140,131384,112756,90076,37718,52358
1731,Estados Unidos Mexicanos,Tlaxcala,Total,De 6 a 9 años,55080,28528,26552,30141,15469,14672,24939,13059,11880
1732,Estados Unidos Mexicanos,Tlaxcala,Total,De 10 a 14 años,58428,30427,28001,53089,27753,25336,5339,2674,2665
1733,Estados Unidos Mexicanos,Tlaxcala,Total,De 15 a 19 años,41044,21397,19647,36831,19516,17315,4213,1881,2332
1734,Estados Unidos Mexicanos,Tlaxcala,Total,De 20 a 24 años,30331,14866,15465,25725,13166,12559,4606,1700,2906
1735,Estados Unidos Mexicanos,Tlaxcala,Total,De 25 a 29 años,24776,11887,12889,19531,10034,9497,5245,1853,3392
1736,Estados Unidos Mexicanos,Tlaxcala,Total,De 30 a 34 años,20649,10111,10538,15703,8323,7380,4946,1788,3158
1737,Estados Unidos Mexicanos,Tlaxcala,Total,De 35 a 39 años,21319,10167,11152,15240,8074,7166,6079,2093,3986
1738,Estados Unidos Mexicanos,Tlaxcala,Total,De 40 años y más,82589,41719,40870,47880,29049,18831,34709,12670,22039
1739,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,Total,167222,86040,81182,120493,65840,54653,46729,20200,26529
1740,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 6 a 9 años,28044,14600,13444,14778,7610,7168,13266,6990,6276
1741,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 10 a 14 años,29475,15443,14032,26499,13908,12591,2976,1535,1441
1742,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 15 a 19 años,20178,10865,9313,17862,9745,8117,2316,1120,1196
1743,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 20 a 24 años,14693,7358,7335,12406,6472,5934,2287,886,1401
1744,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 25 a 29 años,12143,5890,6253,9504,4928,4576,2639,962,1677
1745,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 30 a 34 años,10098,5040,5058,7671,4079,3592,2427,961,1466
1746,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 35 a 39 años,10560,5101,5459,7508,4005,3503,3052,1096,1956
1747,Estados Unidos Mexicanos,Tlaxcala,Hasta 2 499 habitantes,De 40 años y más,42031,21743,20288,24265,15093,9172,17766,6650,11116
1748,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,Total,55132,27776,27356,39071,21123,17948,16061,6653,9408
1749,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 6 a 9 años,9054,4639,4415,4886,2474,2412,4168,2165,2003
1750,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 10 a 14 años,9650,5067,4583,8607,4524,4083,1043,543,500
1751,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 15 a 19 años,6613,3374,3239,5882,3053,2829,731,321,410
1752,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 20 a 24 años,4846,2399,2447,3995,2066,1929,851,333,518
1753,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 25 a 29 años,3969,1871,2098,3027,1552,1475,942,319,623
1754,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 30 a 34 años,3323,1655,1668,2458,1361,1097,865,294,571
1755,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 35 a 39 años,3487,1641,1846,2370,1280,1090,1117,361,756
1756,Estados Unidos Mexicanos,Tlaxcala,De 2 500 a 4 999 habitantes,De 40 años y más,14190,7130,7060,7846,4813,3033,6344,2317,4027
1757,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,Total,46896,23603,23293,35259,18928,16331,11637,4675,6962
1758,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 6 a 9 años,7523,3968,3555,4397,2310,2087,3126,1658,1468
1759,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 10 a 14 años,8021,4155,3866,7485,3893,3592,536,262,274
1760,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 15 a 19 años,5857,3049,2808,5455,2888,2567,402,161,241
1761,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 20 a 24 años,4444,2153,2291,3900,1978,1922,544,175,369
1762,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 25 a 29 años,3624,1747,1877,2970,1517,1453,654,230,424
1763,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 30 a 34 años,2984,1442,1542,2335,1236,1099,649,206,443
1764,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 35 a 39 años,3049,1435,1614,2233,1165,1068,816,270,546
1765,Estados Unidos Mexicanos,Tlaxcala,De 5 000 a 9 999 habitantes,De 40 años y más,11394,5654,5740,6484,3941,2543,4910,1713,3197
1766,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,Total,47689,23553,24136,34394,18196,16198,13295,5357,7938
1767,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 6 a 9 años,7798,4035,3763,4212,2171,2041,3586,1864,1722
1768,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 10 a 14 años,8260,4267,3993,7574,3978,3596,686,289,397
1769,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 15 a 19 años,6136,3045,3091,5467,2796,2671,669,249,420
1770,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 20 a 24 años,4727,2254,2473,3920,1972,1948,807,282,525
1771,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 25 a 29 años,3735,1789,1946,2853,1485,1368,882,304,578
1772,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 30 a 34 años,3099,1457,1642,2237,1171,1066,862,286,576
1773,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 35 a 39 años,3080,1463,1617,2132,1145,987,948,318,630
1774,Estados Unidos Mexicanos,Tlaxcala,De 10 000 a 19 999 habitantes,De 40 años y más,10854,5243,5611,5999,3478,2521,4855,1765,3090
1775,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,Total,17277,8130,9147,14923,7297,7626,2354,833,1521
1776,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 6 a 9 años,2661,1286,1375,1868,904,964,793,382,411
1777,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 10 a 14 años,3022,1495,1527,2924,1450,1474,98,45,53
1778,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 15 a 19 años,2260,1064,1196,2165,1034,1131,95,30,65
1779,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 20 a 24 años,1621,702,919,1504,678,826,117,24,93
1780,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 25 a 29 años,1305,590,715,1177,552,625,128,38,90
1781,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 30 a 34 años,1145,517,628,1002,476,526,143,41,102
1782,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 35 a 39 años,1143,527,616,997,479,518,146,48,98
1783,Estados Unidos Mexicanos,Tlaxcala,De 20 000 a 49 999 habitantes,De 40 años y más,4120,1949,2171,3286,1724,1562,834,225,609
1784,Estados Unidos Mexicanos,Veracruz,Total,Total,3039354,1522825,1516529,1994879,1062502,932377,1044475,460323,584152
