,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos quinquenales de edad,Población de 15 años y más,Alfabetas :Total,Alfabetas :Hombres,Analfabetas :Mujeres,Analfabetas :Total,Analfabetas :Hombres,Analfabetas :Mujeres
853,Estados Unidos Mexicanos,09  Distrito Federal,Total,65 y más años,347581,278592,121556,157036,68989,15170,53819
854,Estados Unidos Mexicanos,09  Distrito Federal,1 a 2 499 hab.,Total,0,0,0,0,0,0,0
855,Estados Unidos Mexicanos,09  Distrito Federal,2 500 a 4 999 hab.,Total,0,0,0,0,0,0,0
856,Estados Unidos Mexicanos,09  Distrito Federal,5 000 a 9 999 hab.,Total,0,0,0,0,0,0,0
857,Estados Unidos Mexicanos,09  Distrito Federal,10 000 a 14 999 hab.,Total,0,0,0,0,0,0,0
858,Estados Unidos Mexicanos,09  Distrito Federal,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
859,Estados Unidos Mexicanos,09  Distrito Federal,20 000 a 49 999 hab.,Total,0,0,0,0,0,0,0
860,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,Total,82827,73972,37821,36151,8855,2733,6122
861,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,15 a 19 años,17183,16753,8402,8351,430,180,250
862,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,20 a 24 años,14628,14021,6869,7152,607,200,407
863,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,25 a 29 años,10975,10294,5182,5112,681,248,433
864,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,30 a 34 años,8583,7858,4025,3833,725,229,496
865,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,35 a 39 años,7304,6428,3290,3138,876,271,605
866,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,40 a 44 años,6065,5141,2684,2457,924,275,649
867,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,45 a 49 años,5206,4345,2361,1984,861,229,632
868,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,50 a 54 años,3957,3054,1717,1337,903,253,650
869,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,55 a 59 años,2891,2176,1249,927,715,224,491
870,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,60 a 64 años,1762,1285,675,610,477,143,334
871,Estados Unidos Mexicanos,09  Distrito Federal,50 000 a 99 999 hab.,65 y más años,4273,2617,1367,1250,1656,481,1175
872,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,Total,5474000,5156046,2478038,2678008,317954,77997,239957
873,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,15 a 19 años,1015487,996500,476526,519974,18987,5835,13152
874,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,20 a 24 años,964391,942388,454731,487657,22003,6368,15635
875,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,25 a 29 años,774800,751852,366173,385679,22948,6467,16481
876,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,30 a 34 años,589108,565158,277120,288038,23950,6399,17551
877,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,35 a 39 años,466995,437693,214684,223009,29302,7360,21942
878,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,40 a 44 años,367936,339356,165573,173783,28580,7043,21537
879,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,45 a 49 años,315695,285904,137147,148757,29791,6791,23000
880,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,50 a 54 años,266793,237283,112308,124975,29510,6459,23051
881,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,55 a 59 años,217099,191367,92093,99274,25732,6054,19678
882,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,60 a 64 años,152388,132570,61494,71076,19818,4532,15286
883,Estados Unidos Mexicanos,09  Distrito Federal,100 000  y más hab.,65 y más años,343308,275975,120189,155786,67333,14689,52644
884,Estados Unidos Mexicanos,10  Durango,Total,Total,630469,570757,282978,287779,59712,28495,31217
885,Estados Unidos Mexicanos,10  Durango,Total,15 a 19 años,137705,132725,66034,66691,4980,2808,2172
886,Estados Unidos Mexicanos,10  Durango,Total,20 a 24 años,97097,92661,45063,47598,4436,2186,2250
887,Estados Unidos Mexicanos,10  Durango,Total,25 a 29 años,70898,66774,32237,34537,4124,1918,2206
888,Estados Unidos Mexicanos,10  Durango,Total,30 a 34 años,59696,55602,26993,28609,4094,1932,2162
889,Estados Unidos Mexicanos,10  Durango,Total,35 a 39 años,54465,49763,24517,25246,4702,2146,2556
890,Estados Unidos Mexicanos,10  Durango,Total,40 a 44 años,47709,42920,21390,21530,4789,2153,2636
891,Estados Unidos Mexicanos,10  Durango,Total,45 a 49 años,40817,36011,18134,17877,4806,2136,2670
892,Estados Unidos Mexicanos,10  Durango,Total,50 a 54 años,32438,27868,14207,13661,4570,2069,2501
893,Estados Unidos Mexicanos,10  Durango,Total,55 a 59 años,24585,20687,10930,9757,3898,1769,2129
894,Estados Unidos Mexicanos,10  Durango,Total,60 a 64 años,18441,14408,7355,7053,4033,1825,2208
895,Estados Unidos Mexicanos,10  Durango,Total,65 y más años,46618,31338,16118,15220,15280,7553,7727
896,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,Total,296954,258249,132655,125594,38705,19356,19349
897,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,15 a 19 años,65238,61898,31470,30428,3340,1916,1424
898,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,20 a 24 años,42392,39563,19736,19827,2829,1452,1377
899,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,25 a 29 años,31130,28498,14126,14372,2632,1207,1425
900,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,30 a 34 años,27417,24802,12371,12431,2615,1250,1365
901,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,35 a 39 años,26644,23522,11892,11630,3122,1488,1634
902,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,40 a 44 años,23434,20319,10597,9722,3115,1463,1652
903,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,45 a 49 años,19987,16914,8865,8049,3073,1441,1632
904,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,50 a 54 años,15793,12853,6975,5878,2940,1399,1541
905,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,55 a 59 años,11742,9271,5212,4059,2471,1208,1263
906,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,60 a 64 años,9224,6567,3533,3034,2657,1276,1381
907,Estados Unidos Mexicanos,10  Durango,1 a 2 499 hab.,65 y más años,23953,14042,7878,6164,9911,5256,4655
908,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,Total,44519,40050,20105,19945,4469,2136,2333
909,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,15 a 19 años,9838,9500,4758,4742,338,205,133
910,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,20 a 24 años,6534,6230,3069,3161,304,148,156
911,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,25 a 29 años,4596,4324,2090,2234,272,137,135
912,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,30 a 34 años,4110,3817,1831,1986,293,133,160
913,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,35 a 39 años,3793,3427,1703,1724,366,168,198
914,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,40 a 44 años,3433,3075,1554,1521,358,157,201
915,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,45 a 49 años,2997,2614,1300,1314,383,176,207
916,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,50 a 54 años,2443,2099,1089,1010,344,158,186
917,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,55 a 59 años,1803,1470,841,629,333,136,197
918,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,60 a 64 años,1365,1079,606,473,286,127,159
919,Estados Unidos Mexicanos,10  Durango,2 500 a 4 999 hab.,65 y más años,3607,2415,1264,1151,1192,591,601
920,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,Total,30450,28112,13590,14522,2338,1094,1244
921,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,15 a 19 años,6939,6719,3302,3417,220,126,94
922,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,20 a 24 años,4549,4393,2069,2324,156,77,79
923,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,25 a 29 años,3264,3109,1424,1685,155,69,86
924,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,30 a 34 años,2817,2673,1272,1401,144,69,75
925,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,35 a 39 años,2557,2396,1146,1250,161,68,93
926,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,40 a 44 años,2267,2113,1039,1074,154,54,100
927,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,45 a 49 años,1968,1772,874,898,196,86,110
928,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,50 a 54 años,1524,1341,672,669,183,85,98
929,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,55 a 59 años,1227,1086,538,548,141,56,85
930,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,60 a 64 años,937,768,376,392,169,81,88
931,Estados Unidos Mexicanos,10  Durango,5 000 a 9 999 hab.,65 y más años,2401,1742,878,864,659,323,336
932,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,Total,24379,22416,11106,11310,1963,868,1095
933,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,15 a 19 años,5392,5246,2637,2609,146,67,79
934,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,20 a 24 años,3701,3565,1721,1844,136,68,68
935,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,25 a 29 años,2767,2637,1187,1450,130,61,69
936,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,30 a 34 años,2304,2208,1086,1122,96,46,50
937,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,35 a 39 años,2058,1932,969,963,126,47,79
938,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,40 a 44 años,1805,1645,817,828,160,73,87
939,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,45 a 49 años,1570,1402,691,711,168,58,110
940,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,50 a 54 años,1253,1097,576,521,156,56,100
941,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,55 a 59 años,982,840,447,393,142,64,78
942,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,60 a 64 años,762,625,318,307,137,55,82
943,Estados Unidos Mexicanos,10  Durango,10 000 a 14 999 hab.,65 y más años,1785,1219,657,562,566,273,293
944,Estados Unidos Mexicanos,10  Durango,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
945,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,Total,19551,18525,8972,9553,1026,423,603
946,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,15 a 19 años,4174,4102,2004,2098,72,43,29
947,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,20 a 24 años,3249,3168,1539,1629,81,33,48
948,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,25 a 29 años,2282,2201,1073,1128,81,30,51
949,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,30 a 34 años,1764,1709,854,855,55,24,31
950,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,35 a 39 años,1653,1573,776,797,80,27,53
951,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,40 a 44 años,1443,1349,644,705,94,35,59
952,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,45 a 49 años,1220,1136,536,600,84,32,52
953,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,50 a 54 años,1014,909,419,490,105,45,60
954,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,55 a 59 años,788,724,354,370,64,28,36
955,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,60 a 64 años,559,491,247,244,68,30,38
956,Estados Unidos Mexicanos,10  Durango,20 000 a 49 999 hab.,65 y más años,1405,1163,526,637,242,96,146
957,Estados Unidos Mexicanos,10  Durango,50 000 a 99 999 hab.,Total,0,0,0,0,0,0,0
958,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,Total,214616,203405,96550,106855,11211,4618,6593
959,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,15 a 19 años,46124,45260,21863,23397,864,451,413
960,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,20 a 24 años,36672,35742,16929,18813,930,408,522
961,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,25 a 29 años,26859,26005,12337,13668,854,414,440
962,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,30 a 34 años,21284,20393,9579,10814,891,410,481
963,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,35 a 39 años,17760,16913,8031,8882,847,348,499
964,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,40 a 44 años,15327,14419,6739,7680,908,371,537
965,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,45 a 49 años,13075,12173,5868,6305,902,343,559
966,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,50 a 54 años,10411,9569,4476,5093,842,326,516
967,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,55 a 59 años,8043,7296,3538,3758,747,277,470
968,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,60 a 64 años,5594,4878,2275,2603,716,256,460
969,Estados Unidos Mexicanos,10  Durango,100 000  y más hab.,65 y más años,13467,10757,4915,5842,2710,1014,1696
970,Estados Unidos Mexicanos,11  Guanajuato,Total,Total,1633068,1240307,635690,604617,392761,158419,234342
971,Estados Unidos Mexicanos,11  Guanajuato,Total,15 a 19 años,346390,307117,152476,154641,39273,18177,21096
972,Estados Unidos Mexicanos,11  Guanajuato,Total,20 a 24 años,263340,225013,109989,115024,38327,15723,22604
973,Estados Unidos Mexicanos,11  Guanajuato,Total,25 a 29 años,198122,162468,81344,81124,35654,14138,21516
974,Estados Unidos Mexicanos,11  Guanajuato,Total,30 a 34 años,157290,123494,63563,59931,33796,13192,20604
975,Estados Unidos Mexicanos,11  Guanajuato,Total,35 a 39 años,139083,102861,53849,49012,36222,13687,22535
976,Estados Unidos Mexicanos,11  Guanajuato,Total,40 a 44 años,114184,79861,42666,37195,34323,13054,21269
977,Estados Unidos Mexicanos,11  Guanajuato,Total,45 a 49 años,97579,63950,34680,29270,33629,12766,20863
978,Estados Unidos Mexicanos,11  Guanajuato,Total,50 a 54 años,81429,49863,27652,22211,31566,12167,19399
979,Estados Unidos Mexicanos,11  Guanajuato,Total,55 a 59 años,62624,38111,21208,16903,24513,9730,14783
980,Estados Unidos Mexicanos,11  Guanajuato,Total,60 a 64 años,47944,27228,14719,12509,20716,8303,12413
981,Estados Unidos Mexicanos,11  Guanajuato,Total,65 y más años,125083,60341,33544,26797,64742,27482,37260
982,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,Total,643579,415235,224761,190474,228344,98328,130016
983,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,15 a 19 años,140138,114285,57692,56593,25853,12415,13438
984,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,20 a 24 años,100568,76140,38655,37485,24428,10563,13865
985,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,25 a 29 años,74222,52345,27801,24544,21877,9113,12764
986,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,30 a 34 años,58235,38037,20677,17360,20198,8237,11961
987,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,35 a 39 años,54308,32659,18166,14493,21649,8655,12994
988,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,40 a 44 años,46198,26074,14973,11101,20124,8160,11964
989,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,45 a 49 años,40224,21158,12427,8731,19066,7705,11361
990,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,50 a 54 años,33438,15889,9867,6022,17549,7310,10239
991,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,55 a 59 años,25255,12104,7502,4602,13151,5646,7505
992,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,60 a 64 años,19949,8610,5330,3280,11339,4959,6380
993,Estados Unidos Mexicanos,11  Guanajuato,1 a 2 499 hab.,65 y más años,51044,17934,11671,6263,33110,15565,17545
994,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,Total,52686,39377,19802,19575,13309,5626,7683
995,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,15 a 19 años,11142,9985,4867,5118,1157,531,626
996,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,20 a 24 años,7996,6837,3363,3474,1159,450,709
997,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,25 a 29 años,5867,4718,2257,2461,1149,471,678
998,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,30 a 34 años,5008,3886,1938,1948,1122,487,635
999,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,35 a 39 años,4200,3146,1536,1610,1054,463,591
1000,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,40 a 44 años,3646,2520,1297,1223,1126,453,673
1001,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,45 a 49 años,3294,2081,1103,978,1213,524,689
1002,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,50 a 54 años,2898,1726,964,762,1172,464,708
1003,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,55 a 59 años,2034,1208,715,493,826,338,488
1004,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,60 a 64 años,1639,954,480,474,685,278,407
1005,Estados Unidos Mexicanos,11  Guanajuato,2 500 a 4 999 hab.,65 y más años,4962,2316,1282,1034,2646,1167,1479
1006,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,Total,81080,61246,30565,30681,19834,8207,11627
1007,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,15 a 19 años,17441,15945,7795,8150,1496,654,842
1008,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,20 a 24 años,12395,10694,5085,5609,1701,685,1016
1009,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,25 a 29 años,9009,7285,3508,3777,1724,701,1023
1010,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,30 a 34 años,7438,5777,2893,2884,1661,712,949
1011,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,35 a 39 años,6738,5034,2565,2469,1704,687,1017
1012,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,40 a 44 años,5757,4005,1989,2016,1752,745,1007
1013,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,45 a 49 años,5123,3260,1750,1510,1863,763,1100
1014,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,50 a 54 años,4233,2584,1381,1203,1649,615,1034
1015,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,55 a 59 años,3183,1924,1052,872,1259,487,772
1016,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,60 a 64 años,2542,1386,724,662,1156,492,664
1017,Estados Unidos Mexicanos,11  Guanajuato,5 000 a 9 999 hab.,65 y más años,7221,3352,1823,1529,3869,1666,2203
1018,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,Total,53256,41456,20910,20546,11800,4676,7124
1019,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,15 a 19 años,11024,10082,4997,5085,942,437,505
1020,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,20 a 24 años,8323,7343,3490,3853,980,378,602
1021,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,25 a 29 años,6141,5188,2562,2626,953,382,571
1022,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,30 a 34 años,4869,4049,2089,1960,820,316,504
1023,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,35 a 39 años,4470,3514,1775,1739,956,340,616
1024,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,40 a 44 años,3548,2583,1337,1246,965,344,621
1025,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,45 a 49 años,3171,2165,1064,1101,1006,398,608
1026,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,50 a 54 años,2827,1793,978,815,1034,404,630
1027,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,55 a 59 años,2276,1410,805,605,866,338,528
1028,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,60 a 64 años,1676,943,509,434,733,288,445
1029,Estados Unidos Mexicanos,11  Guanajuato,10 000 a 14 999 hab.,65 y más años,4931,2386,1304,1082,2545,1051,1494
1030,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,Total,31772,25968,12654,13314,5804,2155,3649
1031,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,15 a 19 años,6751,6267,3001,3266,484,201,283
1032,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,20 a 24 años,4939,4422,2002,2420,517,199,318
1033,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,25 a 29 años,3666,3202,1520,1682,464,164,300
1034,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,30 a 34 años,2935,2426,1248,1178,509,184,325
1035,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,35 a 39 años,2643,2160,1068,1092,483,171,312
1036,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,40 a 44 años,2329,1856,929,927,473,163,310
1037,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,45 a 49 años,1889,1417,721,696,472,149,323
1038,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,50 a 54 años,1661,1152,605,547,509,180,329
1039,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,55 a 59 años,1220,855,441,414,365,147,218
1040,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,60 a 64 años,979,649,313,336,330,136,194
1041,Estados Unidos Mexicanos,11  Guanajuato,15 000 a 19 999 hab.,65 y más años,2760,1562,806,756,1198,461,737
1042,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,Total,213321,178807,88434,90373,34514,12065,22449
1043,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,15 a 19 años,43929,41597,20461,21136,2332,928,1404
1044,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,20 a 24 años,34990,32496,15551,16945,2494,879,1615
1045,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,25 a 29 años,25812,23161,11388,11773,2651,882,1769
1046,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,30 a 34 años,19873,17344,8560,8784,2529,883,1646
1047,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,35 a 39 años,17539,14507,7244,7263,3032,1006,2026
1048,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,40 a 44 años,14656,11624,5928,5696,3032,1047,1985
1049,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,45 a 49 años,12530,9431,4848,4583,3099,1015,2084
1050,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,50 a 54 años,10629,7644,3890,3754,2985,1008,1977
1051,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,55 a 59 años,8525,6005,3026,2979,2520,882,1638
1052,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,60 a 64 años,6621,4417,2216,2201,2204,703,1501
1053,Estados Unidos Mexicanos,11  Guanajuato,20 000 a 49 999 hab.,65 y más años,18217,10581,5322,5259,7636,2832,4804
1054,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,Total,55386,48710,24458,24252,6676,2132,4544
1055,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,15 a 19 años,10859,10485,5208,5277,374,132,242
1056,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,20 a 24 años,9012,8498,4028,4470,514,180,334
1057,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,25 a 29 años,7722,7165,3561,3604,557,189,368
1058,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,30 a 34 años,6180,5648,2792,2856,532,149,383
1059,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,35 a 39 años,5024,4429,2323,2106,595,175,420
1060,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,40 a 44 años,3989,3398,1816,1582,591,151,440
1061,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,45 a 49 años,3287,2606,1360,1246,681,221,460
1062,Estados Unidos Mexicanos,11  Guanajuato,50 000 a 99 999 hab.,50 a 54 años,2484,1925,1025,900,559,177,382
