,Estados Unidos Mexicanos,Entidad federativa,Tamaño de la localidad,Grupos quinquenales de edad,Población de 15 años y más,Alfabetas :Total,Alfabetas :Hombres,Analfabetas :Mujeres,Analfabetas :Total,Analfabetas :Hombres,Analfabetas :Mujeres
1692,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,Total,118875,108235,51912,56323,10640,3406,7234
1693,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,15 a 19 años,23351,22845,10808,12037,506,200,306
1694,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,20 a 24 años,19685,18898,8884,10014,787,304,483
1695,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,25 a 29 años,15234,14473,6960,7513,761,302,459
1696,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,30 a 34 años,12290,11511,5661,5850,779,293,486
1697,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,35 a 39 años,10367,9353,4511,4842,1014,297,717
1698,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,40 a 44 años,8471,7453,3696,3757,1018,302,716
1699,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,45 a 49 años,7200,6115,2924,3191,1085,331,754
1700,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,50 a 54 años,5856,4897,2422,2475,959,289,670
1701,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,55 a 59 años,4721,3845,1955,1890,876,266,610
1702,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,60 a 64 años,3354,2633,1249,1384,721,223,498
1703,Estados Unidos Mexicanos,17  Morelos,100 000  y más hab.,65 y más años,8346,6212,2842,3370,2134,599,1535
1704,Estados Unidos Mexicanos,18  Nayarit,Total,Total,394244,329245,165493,163752,64999,31410,33589
1705,Estados Unidos Mexicanos,18  Nayarit,Total,15 a 19 años,83160,79083,39671,39412,4077,2078,1999
1706,Estados Unidos Mexicanos,18  Nayarit,Total,20 a 24 años,59430,54889,26740,28149,4541,2145,2396
1707,Estados Unidos Mexicanos,18  Nayarit,Total,25 a 29 años,45515,40575,20036,20539,4940,2328,2612
1708,Estados Unidos Mexicanos,18  Nayarit,Total,30 a 34 años,36728,31956,15809,16147,4772,2213,2559
1709,Estados Unidos Mexicanos,18  Nayarit,Total,35 a 39 años,34777,28969,14410,14559,5808,2733,3075
1710,Estados Unidos Mexicanos,18  Nayarit,Total,40 a 44 años,29296,23454,12203,11251,5842,2732,3110
1711,Estados Unidos Mexicanos,18  Nayarit,Total,45 a 49 años,24397,18439,9570,8869,5958,2815,3143
1712,Estados Unidos Mexicanos,18  Nayarit,Total,50 a 54 años,19759,14238,7481,6757,5521,2595,2926
1713,Estados Unidos Mexicanos,18  Nayarit,Total,55 a 59 años,16474,11635,6127,5508,4839,2392,2447
1714,Estados Unidos Mexicanos,18  Nayarit,Total,60 a 64 años,13771,8879,4662,4217,4892,2429,2463
1715,Estados Unidos Mexicanos,18  Nayarit,Total,65 y más años,30937,17128,8784,8344,13809,6950,6859
1716,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,Total,160733,123015,64574,58441,37718,18817,18901
1717,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,15 a 19 años,34256,31438,16311,15127,2818,1396,1422
1718,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,20 a 24 años,23423,20448,10473,9975,2975,1358,1617
1719,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,25 a 29 años,18159,14844,7671,7173,3315,1550,1765
1720,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,30 a 34 años,14534,11533,5891,5642,3001,1417,1584
1721,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,35 a 39 años,14705,10976,5614,5362,3729,1772,1957
1722,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,40 a 44 años,12035,8626,4658,3968,3409,1662,1747
1723,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,45 a 49 años,10386,6852,3745,3107,3534,1771,1763
1724,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,50 a 54 años,7969,5056,2775,2281,2913,1456,1457
1725,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,55 a 59 años,6710,4223,2321,1902,2487,1302,1185
1726,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,60 a 64 años,5861,3224,1812,1412,2637,1407,1230
1727,Estados Unidos Mexicanos,18  Nayarit,1 a 2 499 hab.,65 y más años,12695,5795,3303,2492,6900,3726,3174
1728,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,Total,49179,41313,21472,19841,7866,3907,3959
1729,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,15 a 19 años,9951,9540,4838,4702,411,231,180
1730,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,20 a 24 años,7109,6623,3372,3251,486,251,235
1731,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,25 a 29 años,5609,5091,2640,2451,518,243,275
1732,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,30 a 34 años,4611,4090,2111,1979,521,258,263
1733,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,35 a 39 años,4442,3784,1951,1833,658,323,335
1734,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,40 a 44 años,3874,3131,1710,1421,743,372,371
1735,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,45 a 49 años,3112,2394,1278,1116,718,337,381
1736,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,50 a 54 años,2601,1897,1033,864,704,332,372
1737,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,55 a 59 años,2131,1481,830,651,650,315,335
1738,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,60 a 64 años,1682,1093,586,507,589,307,282
1739,Estados Unidos Mexicanos,18  Nayarit,2 500 a 4 999 hab.,65 y más años,4057,2189,1123,1066,1868,938,930
1740,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,Total,21991,18653,9310,9343,3338,1676,1662
1741,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,15 a 19 años,4651,4490,2408,2082,161,103,58
1742,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,20 a 24 años,3170,2943,1360,1583,227,121,106
1743,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,25 a 29 años,2536,2330,1123,1207,206,100,106
1744,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,30 a 34 años,2040,1822,885,937,218,109,109
1745,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,35 a 39 años,1858,1599,778,821,259,117,142
1746,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,40 a 44 años,1547,1297,636,661,250,120,130
1747,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,45 a 49 años,1287,993,532,461,294,139,155
1748,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,50 a 54 años,1161,816,393,423,345,158,187
1749,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,55 a 59 años,987,693,367,326,294,142,152
1750,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,60 a 64 años,805,523,255,268,282,137,145
1751,Estados Unidos Mexicanos,18  Nayarit,5 000 a 9 999 hab.,65 y más años,1949,1147,573,574,802,430,372
1752,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,Total,35739,30461,15038,15423,5278,2419,2859
1753,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,15 a 19 años,7608,7362,3648,3714,246,134,112
1754,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,20 a 24 años,5337,5040,2369,2671,297,140,157
1755,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,25 a 29 años,4128,3807,1808,1999,321,158,163
1756,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,30 a 34 años,3300,2960,1462,1498,340,130,210
1757,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,35 a 39 años,3016,2623,1290,1333,393,183,210
1758,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,40 a 44 años,2770,2242,1131,1111,528,211,317
1759,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,45 a 49 años,2187,1691,843,848,496,220,276
1760,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,50 a 54 años,1796,1293,680,613,503,233,270
1761,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,55 a 59 años,1484,1039,536,503,445,212,233
1762,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,60 a 64 años,1311,853,446,407,458,200,258
1763,Estados Unidos Mexicanos,18  Nayarit,10 000 a 14 999 hab.,65 y más años,2802,1551,825,726,1251,598,653
1764,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,Total,28333,25205,11991,13214,3128,1376,1752
1765,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,15 a 19 años,6094,5984,2850,3134,110,60,50
1766,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,20 a 24 años,3970,3822,1764,2058,148,66,82
1767,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,25 a 29 años,3074,2899,1292,1607,175,81,94
1768,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,30 a 34 años,2492,2281,1100,1181,211,91,120
1769,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,35 a 39 años,2362,2151,1001,1150,211,92,119
1770,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,40 a 44 años,2130,1876,966,910,254,97,157
1771,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,45 a 49 años,1824,1561,739,822,263,108,155
1772,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,50 a 54 años,1517,1228,609,619,289,116,173
1773,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,55 a 59 años,1314,1065,529,536,249,113,136
1774,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,60 a 64 años,1075,777,408,369,298,139,159
1775,Estados Unidos Mexicanos,18  Nayarit,15 000 a 19 999 hab.,65 y más años,2481,1561,733,828,920,413,507
1776,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,Total,14130,12408,6098,6310,1722,789,933
1777,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,15 a 19 años,2952,2872,1420,1452,80,44,36
1778,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,20 a 24 años,2042,1974,964,1010,68,44,24
1779,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,25 a 29 años,1489,1411,676,735,78,41,37
1780,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,30 a 34 años,1305,1210,573,637,95,49,46
1781,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,35 a 39 años,1175,1049,497,552,126,57,69
1782,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,40 a 44 años,1030,909,467,442,121,55,66
1783,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,45 a 49 años,908,760,371,389,148,47,101
1784,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,50 a 54 años,805,607,316,291,198,86,112
1785,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,55 a 59 años,669,510,260,250,159,77,82
1786,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,60 a 64 años,516,368,185,183,148,66,82
1787,Estados Unidos Mexicanos,18  Nayarit,20 000 a 49 999 hab.,65 y más años,1239,738,369,369,501,223,278
1788,Estados Unidos Mexicanos,18  Nayarit,50 000 a 99 999 hab.,Total,0,0,0,0,0,0,0
1789,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,Total,84139,78190,37010,41180,5949,2426,3523
1790,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,15 a 19 años,17648,17397,8196,9201,251,110,141
1791,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,20 a 24 años,14379,14039,6438,7601,340,165,175
1792,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,25 a 29 años,10520,10193,4826,5367,327,155,172
1793,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,30 a 34 años,8446,8060,3787,4273,386,159,227
1794,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,35 a 39 años,7219,6787,3279,3508,432,189,243
1795,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,40 a 44 años,5910,5373,2635,2738,537,215,322
1796,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,45 a 49 años,4693,4188,2062,2126,505,193,312
1797,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,50 a 54 años,3910,3341,1675,1666,569,214,355
1798,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,55 a 59 años,3179,2624,1284,1340,555,231,324
1799,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,60 a 64 años,2521,2041,970,1071,480,173,307
1800,Estados Unidos Mexicanos,18  Nayarit,100 000  y más hab.,65 y más años,5714,4147,1858,2289,1567,622,945
1801,Estados Unidos Mexicanos,19  Nuevo León,Total,Total,1460228,1353941,677139,676802,106287,43063,63224
1802,Estados Unidos Mexicanos,19  Nuevo León,Total,15 a 19 años,291955,286392,142541,143851,5563,2787,2776
1803,Estados Unidos Mexicanos,19  Nuevo León,Total,20 a 24 años,248150,241873,121020,120853,6277,2619,3658
1804,Estados Unidos Mexicanos,19  Nuevo León,Total,25 a 29 años,184787,178217,87653,90564,6570,2682,3888
1805,Estados Unidos Mexicanos,19  Nuevo León,Total,30 a 34 años,153025,145278,72458,72820,7747,3069,4678
1806,Estados Unidos Mexicanos,19  Nuevo León,Total,35 a 39 años,130203,120684,61000,59684,9519,3674,5845
1807,Estados Unidos Mexicanos,19  Nuevo León,Total,40 a 44 años,108937,98857,50557,48300,10080,4042,6038
1808,Estados Unidos Mexicanos,19  Nuevo León,Total,45 a 49 años,85087,75119,38188,36931,9968,3934,6034
1809,Estados Unidos Mexicanos,19  Nuevo León,Total,50 a 54 años,70692,61105,30644,30461,9587,3691,5896
1810,Estados Unidos Mexicanos,19  Nuevo León,Total,55 a 59 años,55280,47330,24305,23025,7950,3152,4798
1811,Estados Unidos Mexicanos,19  Nuevo León,Total,60 a 64 años,39762,32408,15990,16418,7354,2882,4472
1812,Estados Unidos Mexicanos,19  Nuevo León,Total,65 y más años,92350,66678,32783,33895,25672,10531,15141
1813,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,Total,173244,144906,77131,67775,28338,13992,14346
1814,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,15 a 19 años,33002,31370,16595,14775,1632,917,715
1815,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,20 a 24 años,23413,21964,11389,10575,1449,722,727
1816,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,25 a 29 años,17101,15592,7978,7614,1509,655,854
1817,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,30 a 34 años,16074,14149,7223,6926,1925,886,1039
1818,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,35 a 39 años,15977,13460,7036,6424,2517,1143,1374
1819,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,40 a 44 años,14312,11727,6353,5374,2585,1289,1296
1820,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,45 a 49 años,11644,9145,4870,4275,2499,1206,1293
1821,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,50 a 54 años,9820,7455,4082,3373,2365,1180,1185
1822,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,55 a 59 años,8089,6070,3450,2620,2019,990,1029
1823,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,60 a 64 años,6666,4536,2531,2005,2130,1021,1109
1824,Estados Unidos Mexicanos,19  Nuevo León,1 a 2 499 hab.,65 y más años,17146,9438,5624,3814,7708,3983,3725
1825,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,Total,34365,31272,15571,15701,3093,1434,1659
1826,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,15 a 19 años,6951,6812,3320,3492,139,91,48
1827,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,20 a 24 años,5144,4985,2443,2542,159,68,91
1828,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,25 a 29 años,3830,3658,1842,1816,172,77,95
1829,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,30 a 34 años,3368,3166,1541,1625,202,95,107
1830,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,35 a 39 años,3111,2849,1446,1403,262,124,138
1831,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,40 a 44 años,2741,2441,1247,1194,300,120,180
1832,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,45 a 49 años,2041,1759,890,869,282,138,144
1833,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,50 a 54 años,1726,1432,740,692,294,134,160
1834,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,55 a 59 años,1380,1135,574,561,245,117,128
1835,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,60 a 64 años,1073,855,416,439,218,99,119
1836,Estados Unidos Mexicanos,19  Nuevo León,2 500 a 4 999 hab.,65 y más años,3000,2180,1112,1068,820,371,449
1837,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,Total,44757,40854,20532,20322,3903,1596,2307
1838,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,15 a 19 años,8708,8522,4300,4222,186,106,80
1839,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,20 a 24 años,6609,6409,3160,3249,200,81,119
1840,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,25 a 29 años,5350,5114,2460,2654,236,99,137
1841,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,30 a 34 años,4883,4600,2310,2290,283,121,162
1842,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,35 a 39 años,4393,4063,2024,2039,330,120,210
1843,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,40 a 44 años,3542,3180,1673,1507,362,126,236
1844,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,45 a 49 años,2625,2273,1152,1121,352,159,193
1845,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,50 a 54 años,2099,1782,934,848,317,132,185
1846,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,55 a 59 años,1765,1455,771,684,310,115,195
1847,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,60 a 64 años,1307,1014,508,506,293,126,167
1848,Estados Unidos Mexicanos,19  Nuevo León,5 000 a 9 999 hab.,65 y más años,3476,2442,1240,1202,1034,411,623
1849,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,Total,21053,19416,9759,9657,1637,689,948
1850,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,15 a 19 años,4272,4195,2077,2118,77,35,42
1851,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,20 a 24 años,3392,3295,1616,1679,97,39,58
1852,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,25 a 29 años,2578,2489,1257,1232,89,33,56
1853,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,30 a 34 años,2191,2075,1048,1027,116,45,71
1854,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,35 a 39 años,1984,1857,938,919,127,47,80
1855,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,40 a 44 años,1656,1477,730,747,179,73,106
1856,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,45 a 49 años,1292,1142,579,563,150,60,90
1857,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,50 a 54 años,977,842,437,405,135,53,82
1858,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,55 a 59 años,780,652,341,311,128,65,63
1859,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,60 a 64 años,588,460,256,204,128,50,78
1860,Estados Unidos Mexicanos,19  Nuevo León,10 000 a 14 999 hab.,65 y más años,1343,932,480,452,411,189,222
1861,Estados Unidos Mexicanos,19  Nuevo León,15 000 a 19 999 hab.,Total,0,0,0,0,0,0,0
1862,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,Total,65238,60516,29608,30908,4722,2116,2606
1863,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,15 a 19 años,13521,13261,6487,6774,260,129,131
1864,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,20 a 24 años,9932,9649,4643,5006,283,125,158
1865,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,25 a 29 años,7236,6957,3365,3592,279,115,164
1866,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,30 a 34 años,6295,6023,2903,3120,272,109,163
1867,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,35 a 39 años,5937,5599,2740,2859,338,129,209
1868,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,40 a 44 años,5397,4975,2460,2515,422,196,226
1869,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,45 a 49 años,4017,3624,1806,1818,393,180,213
1870,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,50 a 54 años,3458,3056,1538,1518,402,172,230
1871,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,55 a 59 años,2633,2303,1196,1107,330,162,168
1872,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,60 a 64 años,1962,1602,775,827,360,160,200
1873,Estados Unidos Mexicanos,19  Nuevo León,20 000 a 49 999 hab.,65 y más años,4850,3467,1695,1772,1383,639,744
1874,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,Total,97634,91172,43676,47496,6462,2452,4010
1875,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,15 a 19 años,21128,20721,9451,11270,407,177,230
1876,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,20 a 24 años,17374,16926,7893,9033,448,180,268
1877,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,25 a 29 años,12611,12139,5676,6463,472,192,280
1878,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,30 a 34 años,10790,10204,4945,5259,586,213,373
1879,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,35 a 39 años,8964,8311,4138,4173,653,229,424
1880,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,40 a 44 años,7132,6484,3272,3212,648,241,407
1881,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,45 a 49 años,5433,4822,2489,2333,611,245,366
1882,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,50 a 54 años,4349,3730,1911,1819,619,207,412
1883,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,55 a 59 años,3228,2764,1438,1326,464,174,290
1884,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,60 a 64 años,2162,1794,897,897,368,142,226
1885,Estados Unidos Mexicanos,19  Nuevo León,50 000 a 99 999 hab.,65 y más años,4463,3277,1566,1711,1186,452,734
1886,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,Total,1023937,965805,480862,484943,58132,20784,37348
1887,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,15 a 19 años,204373,201511,100311,101200,2862,1332,1530
1888,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,20 a 24 años,182286,178645,89876,88769,3641,1404,2237
1889,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,25 a 29 años,136081,132268,65075,67193,3813,1511,2302
1890,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,30 a 34 años,109424,105061,52488,52573,4363,1600,2763
1891,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,35 a 39 años,89837,84545,42678,41867,5292,1882,3410
1892,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,40 a 44 años,74157,68573,34822,33751,5584,1997,3587
1893,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,45 a 49 años,58035,52354,26402,25952,5681,1946,3735
1894,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,50 a 54 años,48263,42808,21002,21806,5455,1813,3642
1895,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,55 a 59 años,37405,32951,16535,16416,4454,1529,2925
1896,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,60 a 64 años,26004,22147,10607,11540,3857,1284,2573
1897,Estados Unidos Mexicanos,19  Nuevo León,100 000  y más hab.,65 y más años,58072,44942,21066,23876,13130,4486,8644
1898,Estados Unidos Mexicanos,20  Oaxaca,Total,Total,1331762,853262,473883,379379,478500,181006,297494
1899,Estados Unidos Mexicanos,20  Oaxaca,Total,15 a 19 años,251538,214730,110730,104000,36808,14893,21915
1900,Estados Unidos Mexicanos,20  Oaxaca,Total,20 a 24 años,192741,149425,77810,71615,43316,16170,27146
1901,Estados Unidos Mexicanos,20  Oaxaca,Total,25 a 29 años,156847,109388,58525,50863,47459,17300,30159
1902,Estados Unidos Mexicanos,20  Oaxaca,Total,30 a 34 años,126324,81101,45012,36089,45223,17032,28191
1903,Estados Unidos Mexicanos,20  Oaxaca,Total,35 a 39 años,127216,74759,41768,32991,52457,19224,33233
1904,Estados Unidos Mexicanos,20  Oaxaca,Total,40 a 44 años,102609,57449,33883,23566,45160,16968,28192
